"Module 2 Product Markets – Consumer Choice","Substitution effect","Change in quantity demanded because a good becomes relatively cheaper or more expensive compared to alternatives","If pizza becomes cheaper relative to burgers, consumers substitute pizza for burgers","Confusing substitution effect with shift of demand curve rather than movement along it","N/A"
"Module 2 Product Markets – Consumer Choice","Normal vs inferior goods (utility context)","Normal goods see increased consumption when income rises; inferior goods see decreased consumption when income rises","More restaurant meals (normal), fewer instant noodles (inferior) as income rises","Students label low-quality goods as inferior without considering income response","Income elasticity > 0 normal; < 0 inferior"
"Module 2 Product Markets – Production and Costs","Term","Definition","Example","CLEP Trap","Related Formula/Relationship"
"Module 2 Product Markets – Production and Costs","Short run vs long run (production)","Short run: at least one input is fixed; long run: all inputs are variable","A factory size fixed this year (short run) but can be expanded over several years (long run)","Students define short and long run by calendar time rather than fixed vs variable inputs","N/A"
"Module 2 Product Markets – Production and Costs","Total product (TP)","Total quantity of output produced with a given amount of inputs","A farm's total bushels of wheat harvested from its land and labor","Confusing TP with average or marginal product when reading tables","N/A"
"Module 2 Product Markets – Production and Costs","Marginal product (MP)","Additional output produced by using one more unit of a variable input, holding other inputs constant","Extra output from hiring one more worker","Using change in input divided by change in output instead of the reverse","MP = change in TP / change in input"
"Module 2 Product Markets – Production and Costs","Average product (AP)","Output per unit of input","If 5 workers produce 100 units, AP of labor is 20 units per worker","Students mix AP and MP when determining where diminishing returns begin","AP = TP / quantity of input"
"Module 2 Product Markets – Production and Costs","Law of diminishing marginal returns","As more units of a variable input are added to fixed inputs, marginal product eventually decreases","Adding more workers to a fixed-size kitchen eventually makes each extra worker less productive","Students think the law applies immediately; MP often rises at first, then falls","N/A"
"Module 2 Product Markets – Production and Costs","Fixed cost (FC)","Cost that does not vary with output in the short run","Monthly rent for a factory building","Treating labor costs as fixed when they are usually variable","N/A"
"Module 2 Product Markets – Production and Costs","Variable cost (VC)","Cost that varies with level of output","Wages for hourly workers and cost of raw materials","Including long-term lease payments as variable cost; these are fixed in short run","N/A"
"Module 2 Product Markets – Production and Costs","Total cost (TC)","Sum of fixed and variable costs at each output level","If FC is $100 and VC is $300, TC is $400","Forgetting TC includes both fixed and variable components","TC = FC + VC"
"Module 2 Product Markets – Production and Costs","Average total cost (ATC)","Total cost per unit of output","If TC is $400 and Q is 50, ATC is $8","Students confuse ATC with AVC or miscalculate by ignoring FC","ATC = TC / Q"
"Module 2 Product Markets – Production and Costs","Average variable cost (AVC)","Variable cost per unit of output","If VC is $300 and Q is 50, AVC is $6","Using TC in place of VC in the numerator","AVC = VC / Q"
"Module 2 Product Markets – Production and Costs","Average fixed cost (AFC)","Fixed cost per unit of output","If FC is $100 and Q is 50, AFC is $2","Expecting AFC to be U-shaped; it always declines as Q increases","AFC = FC / Q"
"Module 2 Product Markets – Production and Costs","Marginal cost (MC)","Additional cost of producing one more unit of output","If TC rises from $400 to $420 when output increases from 50 to 55, MC is $4","Using average cost instead of change in TC when computing MC","MC = change in TC / change in Q"
"Module 2 Product Markets – Production and Costs","Cost curve relationships","MC intersects both ATC and AVC at their minimum points; when MC < ATC, ATC falls, when MC > ATC, ATC rises","At low output, adding units reduces ATC; after minimum ATC, additional units raise ATC","Mislabeling curves so MC does not intersect at minimum points, leading to misinterpretation","N/A"
"Module 2 Product Markets – Production and Costs","Shutdown rule (short run)","Firm should continue producing in short run if price ≥ AVC, and shut down if price < AVC","If price covers variable costs but not fixed costs, firm still produces to minimize losses","Students use ATC instead of AVC to determine shutdown point","Shutdown if P < AVC"
"Module 2 Product Markets – Production and Costs","Economies of scale","Long-run situation where increasing output lowers long-run average total cost","A large factory can produce at lower ATC than a small workshop due to specialization","Students confuse this with diminishing marginal returns, which is a short-run concept","N/A"
"Module 2 Product Markets – Production and Costs","Diseconomies of scale","Long-run situation where increasing output raises long-run average total cost","Very large firms suffering from coordination and bureaucracy problems","Attributing rising ATC purely to diminishing marginal returns instead of scale issues","N/A"
"Module 2 Product Markets – Firm Behavior and Market Structure","Term","Definition","Example","CLEP Trap","Related Formula/Relationship"
"Module 2 Product Markets – Firm Behavior and Market Structure","Total revenue (TR)","Total income a firm receives from selling its output","Selling 100 units at $5 yields TR of $500","Students treat TR as profit without subtracting total cost","TR = price × quantity"
"Module 2 Product Markets – Firm Behavior and Market Structure","Marginal revenue (MR)","Additional revenue from selling one more unit of output","TR rises from $500 to $520 when selling one more unit, MR = $20","Students use total revenue or average revenue instead of marginal change","MR = change in TR / change in Q"
"Module 2 Product Markets – Firm Behavior and Market Structure","Economic profit","Firm's total revenue minus all explicit and implicit costs","Entrepreneur earns revenue of $200k, explicit costs of $150k, implicit costs of $30k, economic profit = $20k","Students think zero economic profit is failure; it means firm is covering opportunity costs","Economic profit = TR − (explicit + implicit costs)"
"Module 2 Product Markets – Firm Behavior and Market Structure","Accounting profit","Total revenue minus only explicit costs","Same firm above has accounting profit of $50k while economic profit is $20k","Students confuse accounting profit with economic profit when interpreting 'normal' returns","Accounting profit = TR − explicit costs"
"Module 2 Product Markets – Firm Behavior and Market Structure","Normal profit","Zero economic profit; situation where firm earns just enough to cover all costs including opportunity costs","Competitive firm in long-run equilibrium earns normal profit","Students equate zero economic profit to bankruptcy; actually, firm is doing as well as alternatives","Economic profit = 0"
"Module 2 Product Markets – Firm Behavior and Market Structure","Profit maximization rule","Any firm maximizes profit by producing output where marginal revenue equals marginal cost","Choosing Q where MR and MC curves intersect","Students incorrectly use 'produce where ATC is minimized' or where TR is highest without MR = MC check","MR = MC"
"Module 2 Product Markets – Firm Behavior and Market Structure","Perfect competition characteristics","Market with many small firms, identical products, free entry/exit, and price-taking firms","Wheat farming with many small producers selling homogeneous output","Students draw downward-sloping demand for individual firm; firm actually faces a horizontal demand at market price","Firm's demand is perfectly elastic at market price"
"Module 2 Product Markets – Firm Behavior and Market Structure","Perfect competition short run","Firm chooses output where P = MR = MC; may earn profits, losses, or break even","If price is above ATC at Q where MR = MC, firm earns economic profit","Students ignore shutdown rule and assume firm should always produce when P < ATC","Produce if P ≥ AVC; shut down if P < AVC"
"Module 2 Product Markets – Firm Behavior and Market Structure","Perfect competition long run","Entry and exit drive economic profits to zero; firms produce at minimum ATC and P = MC = ATC","New firms enter industry when profits exist, shifting supply until profit disappears","Students think competitive firms can maintain economic profits indefinitely despite free entry","Long-run: P = minimum ATC and P = MC"
"Module 2 Product Markets – Firm Behavior and Market Structure","Monopoly characteristics","Market with one firm, unique product, high barriers to entry, and price-making ability","Local water utility with exclusive franchise","Students confuse monopoly with monopolistic competition (many firms, differentiated products)","N/A"
"Module 2 Product Markets – Firm Behavior and Market Structure","Monopoly demand and MR","Monopolist faces the market demand curve; marginal revenue lies below demand because lowering price affects all units sold","To sell more units, a monopolist must cut price, so MR < price","Students draw MR equal to demand as in perfect competition","MR curve lies below demand curve"
"Module 2 Product Markets – Firm Behavior and Market Structure","Monopoly profit maximization","Monopolist produces at quantity where MR = MC and charges the price on demand curve at that quantity","Choosing Q where MR and MC intersect, then using demand curve to find P","Students mistakenly set P equal to MC or ATC to find monopoly price","Choose Q where MR = MC, then price from demand at that Q"
"Module 2 Product Markets – Firm Behavior and Market Structure","Monopoly inefficiency","Monopoly restricts output below competitive level and charges higher price, causing deadweight loss","Competitive output Qc at P = MC vs monopoly output Qm with Pm > MC","Students think monopoly just 'earns more profit' but ignore lost surplus from reduced trades","P > MC and Qm < Qcompetitive"
"Module 2 Product Markets – Firm Behavior and Market Structure","Price discrimination","Charging different prices to different consumers for the same good based on willingness to pay, not cost","Student discounts at movie theaters or airline ticket pricing","Students confuse legal discrimination (discounts) with illegal; exam focuses on economics, not law","N/A"
"Module 2 Product Markets – Firm Behavior and Market Structure","Perfect price discrimination","Monopolist charges each consumer their maximum willingness to pay, capturing all consumer surplus","Charging each unit at a unique price based on buyer's valuation","Students think it increases deadweight loss; in the model, it removes DWL but shifts surplus to firm","Eliminates DWL; total surplus stays same but is all producer surplus"
"Module 2 Product Markets – Firm Behavior and Market Structure","Monopolistic competition characteristics","Market with many firms selling differentiated products and free entry/exit","Restaurants in a city offering different cuisines and styles","Students call any firm with market power a monopoly; here, many firms exist and entry is easy","N/A"
"Module 2 Product Markets – Firm Behavior and Market Structure","Monopolistic competition long run","Entry and exit drive economic profit to zero; each firm faces downward-sloping demand tangent to ATC at profit-maximizing output","Demand curve just touches ATC at Q where MR = MC","Students assume long-run production occurs at minimum ATC; in fact, there is excess capacity","Long-run: zero economic profit but P > MC and not at min ATC"
"Module 2 Product Markets – Firm Behavior and Market Structure","Excess capacity (monopolistic competition)","Firm produces less than the output level that minimizes ATC in the long run","A coffee shop could lower ATC by serving more customers but demand isn't high enough","Students think zero economic profit implies fully efficient production at minimum ATC","Actual Q < Q at minimum ATC"
"Module 2 Product Markets – Firm Behavior and Market Structure","Oligopoly characteristics","Market with few large firms, barriers to entry, and strategic interdependence","Airline industry with few major carriers","Students treat oligopoly like perfect competition or monopoly without considering strategic behavior","N/A"
"Module 2 Product Markets – Firm Behavior and Market Structure","Game theory and payoff matrix","Framework to analyze strategic interactions where payoff depends on own and rivals' choices","Two firms choosing high or low prices with payoffs shown in a matrix","Students select highest joint payoff instead of checking for Nash equilibrium stability","N/A"
"Module 2 Product Markets – Firm Behavior and Market Structure","Nash equilibrium","Outcome where no player can gain by unilaterally changing strategy given others' strategies","Both firms choose 'high price' if deviation alone would lower their payoff","Students think Nash outcome must maximize total industry profit; it need not","N/A"
"Module 3 Factor Markets","Term","Definition","Example","CLEP Trap","Related Formula/Relationship"
"Module 3 Factor Markets","Derived demand for labor","Demand for labor that arises from demand for the goods and services labor helps produce","Higher demand for cars increases demand for auto workers","Students treat labor demand as independent of product market conditions","N/A"
"Module 3 Factor Markets","Marginal revenue product (MRP)","Additional revenue a firm earns by employing one more unit of a factor of production","If one more worker produces 5 units and each sells for $10, MRP = $50","Students forget to multiply marginal product by price or MR when computing MRP","MRP = MP × MR (in perfect competition, MP × price)"
"Module 3 Factor Markets","Marginal factor cost (MFC)","Additional cost of hiring one more unit of a factor","In a competitive labor market, MFC equals the wage rate","Students use average wage instead of marginal cost when applying hiring rule","In competitive labor market, MFC = wage"
"Module 3 Factor Markets","Hiring rule for labor","Profit-maximizing firm hires labor up to the point where marginal revenue product equals marginal factor cost","Firm hires workers until MRP = wage","Students keep hiring as long as MRP is positive instead of comparing to wage","Hire until MRP = MFC"
"Module 3 Factor Markets","Labor demand curve","Downward-sloping curve showing quantity of labor firms hire at each wage, equal to MRP curve","Lower wage increases quantity of labor demanded by firms","Students confuse individual firm’s labor demand with market labor demand but shape is same (downward-sloping)","N/A"
"Module 3 Factor Markets","Labor supply curve","Upward-sloping curve showing quantity of labor workers supply at each wage (market level)","Higher wage induces more workers to enter the labor force or work more hours","Students draw firm's labor supply as upward sloping; for competitive firm, supply is horizontal at market wage","N/A"
"Module 3 Factor Markets","Competitive labor market equilibrium","Wage and employment level where market labor supply equals market labor demand","At $20 per hour, firms demand and workers supply 10,000 labor hours","Students think an individual firm can affect wage; competitive firms are wage takers","N/A"
"Module 3 Factor Markets","Shifters of labor demand","Changes in product demand, worker productivity, or prices of other inputs shift labor demand","New technology increases labor productivity, shifting labor demand right","Students ignore effect of output demand on derived labor demand","N/A"
"Module 3 Factor Markets","Shifters of labor supply","Changes in population, preferences for work vs leisure, or alternative opportunities shift labor supply","Increase in working-age population shifts labor supply right","Students mix up demand and supply shifters when wages change","N/A"
"Module 3 Factor Markets","Monopsony (advanced)","Single or dominant buyer of labor facing an upward-sloping labor supply, resulting in wage-setting power below competitive level","Company town with one major employer","Students apply competitive labor market logic (wage = MRP) instead of monopsony condition","Monopsony hires where MRP = MFC, pays lower wage from supply curve"
"Module 4 Market Failure and Role of Government","Term","Definition","Example","CLEP Trap","Related Formula/Relationship"
"Module 4 Market Failure and Role of Government","Negative externality","Spillover cost imposed on third parties not reflected in market transactions, leading to overproduction","Pollution from a factory harming nearby residents' health","Students shift demand instead of supply when externality is due to production costs","MSC > MPC; market Q > socially optimal Q"
"Module 4 Market Failure and Role of Government","Positive externality","Spillover benefit received by third parties not reflected in market transactions, leading to underproduction","Vaccination providing herd immunity benefits to others","Students move supply when external benefit affects consumption (demand side)","MSB > MPB; market Q < socially optimal Q"
"Module 4 Market Failure and Role of Government","Socially optimal quantity","Output level where marginal social benefit equals marginal social cost, internalizing externalities","Setting pollution tax so that firms reduce emissions to Q* where MSC = MSB","Students confuse private equilibrium (MPB = MPC) with social optimum (MSB = MSC)","MSB = MSC at Q*"
"Module 4 Market Failure and Role of Government","Pigouvian tax","Tax imposed on a good with negative externalities equal to marginal external cost to correct overproduction","Per-unit pollution tax that aligns private and social costs","Assuming any tax is Pigouvian; it must be calibrated to external cost to hit social optimum","Tax set so MPC + tax = MSC at Q*"
"Module 4 Market Failure and Role of Government","Pigouvian subsidy","Subsidy on goods with positive externalities equal to marginal external benefit to correct underproduction","Subsidy for education encouraging more schooling to socially optimal level","Students confuse generic subsidies (price supports) with targeted externality subsidies","Subsidy set so MPB + subsidy = MSB at Q*"
"Module 4 Market Failure and Role of Government","Public good","Good that is nonrival and nonexcludable, meaning one person's use doesn't reduce availability and non-payers can't be easily excluded","National defense protecting all residents in a country","Students label any government-provided good as public good even when it is rival or excludable","N/A"
"Module 4 Market Failure and Role of Government","Free-rider problem","Situation where people benefit from a good without paying, leading to underprovision by private markets","People enjoying public fireworks without contributing to costs","Students apply free-rider logic to private, excludable goods, where firms can charge users","N/A"
"Module 4 Market Failure and Role of Government","Common resource","Good that is rival but nonexcludable, prone to overuse and depletion","Open-access fishery where anyone can fish and catches diminish","Students confuse common resources with public goods; commons are rival and get overused","N/A"
"Module 4 Market Failure and Role of Government","Tragedy of the commons","Overuse of a common resource because individuals ignore the external cost of their use on others","Overgrazing on common pasture land until grass is depleted","Students attribute overuse to high prices rather than lack of property rights or exclusion","N/A"
"Module 4 Market Failure and Role of Government","Club good","Good that is nonrival but excludable, often provided by private firms with membership or fees","Streaming service where additional users do not reduce others' enjoyment but access is restricted","Students lump club goods with public goods or private goods without checking rivalry and excludability","N/A"
"Module 4 Market Failure and Role of Government","Antitrust policy","Government laws and actions to promote competition and prevent monopolies and collusive behavior","Breaking up a dominant firm or preventing anti-competitive mergers","Students assume antitrust always lowers prices; some natural monopolies might need regulation rather than breakup","N/A"
"Module 4 Market Failure and Role of Government","Natural monopoly regulation","Government setting prices for a single-firm industry with declining ATC over relevant range to prevent excessive pricing","Utility regulator sets price = ATC so firm covers costs but earns zero economic profit","Students think price must always be set equal to MC, which could cause losses in natural monopoly","Regulated price often P = ATC for zero economic profit"
