Module 1 Behavioral Perspective,Satiation,"Encouraging a behavior until the student gets tired of it",,"Letting a student throw spitballs until they are sick of it","Risky strategy"
Module 2 Cognitive Perspective,Concept,Description,Capacity/Duration,Key Strategy/Example,Theorist/Model
Module 2 Cognitive Perspective,Sensory Register,Holds raw sensory data (sights/sounds) briefly.,1-3 seconds; Large capacity,"Requires Attention and Perception to move info forward","Atkinson-Shiffrin"
Module 2 Cognitive Perspective,Working Memory (STM),"Workbench of the mind; conscious processing",20-30 secs; Limited (7 +/- 2 items),"Maintenance Rehearsal (repetition) keeps info here","Atkinson-Shiffrin"
Module 2 Cognitive Perspective,Chunking,"Grouping bits of info into larger meaningful units",,"Grouping 1-9-8-4 into ""1984"" to remember a date",
Module 2 Cognitive Perspective,Long-Term Memory (LTM),Permanent storage of knowledge,Theoretically unlimited,"Elaborative Rehearsal (connecting to existing knowledge)",
Module 2 Cognitive Perspective,Episodic Memory,Memory of personal events/experiences,,"Remembering your prom or 6th birthday",
Module 2 Cognitive Perspective,Semantic Memory,Memory of facts/concepts/rules,,"Knowing 2+2=4 or the capital of France",
Module 2 Cognitive Perspective,Procedural Memory,"Memory of how to perform tasks (muscle memory)",,"Riding a bike, typing",
Module 2 Cognitive Perspective,Metacognition,"Knowledge about one's own thinking processes (Planning, Monitoring, Evaluation)",,"Asking ""Do I understand this?"" while reading",
Module 2 Cognitive Perspective,Proactive Interference,"Old information blocks recall of new information",,"Can't learn new phone number because old one pops up",
Module 2 Cognitive Perspective,Retroactive Interference,"New information wipes out/blocks old information",,"Learning Spanish makes you forget your French",
Module 2 Cognitive Perspective,Serial Position Effect,"Tendency to remember the beginning (Primacy) and end (Recency) of a list",,"Forgetting the middle part of a lecture",
Module 2 Cognitive Perspective,Algorithm,"Step-by-step procedure guaranteeing a solution",,"Math formula, baking recipe",
Module 2 Cognitive Perspective,Heuristic,"General rule of thumb or mental shortcut",,"""Guess and check"", ""Working backward""",
Module 2 Cognitive Perspective,Functional Fixedness,"Inability to use an object for a new function",,"Not realizing a shoe can be used as a hammer",
Module 2 Cognitive Perspective,Positive Transfer,"Prior learning helps new learning",,"Knowing Latin helps learn French",
Module 2 Cognitive Perspective,Negative Transfer,"Prior learning hinders new learning",,"Driving on right (US) hinders driving on left (UK)",
Module 2 Cognitive Perspective,Encoding Specificity,"Better recall when retrieval context matches learning context",,"Taking test in same seat you studied in",
Module 2 Cognitive Perspective,Dual Coding Theory,"Information is stored better if represented both visually and verbally",,"Using images and text together",Paivio
Module 2 Cognitive Perspective,Gestalt Psychology,"We perceive patterns and wholes, not just parts",,"Closure (seeing broken circle as whole)",Köhler/Wertheimer
Module 3 Development Theories,Theorist,Stage/Concept,Age/Level,Key Description,Mnemonic/Note
Module 3 Development Theories,Jean Piaget,Sensorimotor,0-2 Years,"Object Permanence (objects exist when unseen); Learning through senses",
Module 3 Development Theories,Jean Piaget,Preoperational,2-7 Years,"Symbolic thought; Egocentrism (can't see others' view); No conservation yet","Child thinks tall glass has ""more"" water"
Module 3 Development Theories,Jean Piaget,Concrete Operational,7-11 Years,"Conservation achieved; Logical thinking about concrete objects; Seriation",
Module 3 Development Theories,Jean Piaget,Formal Operational,11+ Years,"Abstract thinking; Deductive reasoning; Hypotheticals",
Module 3 Development Theories,Jean Piaget,Accommodation,Process,"Changing existing schema to fit new info (Zebra is not a horse)",
Module 3 Development Theories,Jean Piaget,Assimilation,Process,"Fitting new info into existing schema (Calling a zebra a ""horse"")",
Module 3 Development Theories,Lev Vygotsky,Zone of Proximal Development (ZPD),Concept,"Gap between what learner can do alone and what they can do with help","Learning happens here"
Module 3 Development Theories,Lev Vygotsky,Scaffolding,Strategy,"Temporary support (clues, modeling) removed as ability increases",
Module 3 Development Theories,Lev Vygotsky,Private Speech,Concept,"Children talking to self; viewed as self-regulation (unlike Piaget's egocentrism)",
Module 3 Development Theories,Erik Erikson,"Trust vs. Mistrust",Stage 1 (Infant),"Is my world safe? (Feeding/Comfort)","One is a Bun (Rust colored bun = T-rust)"
Module 3 Development Theories,Erik Erikson,"Autonomy vs. Shame",Stage 2 (Toddler),"Can I do things myself? (Toilet training)","Two is a Shoe (Auto in a shoe = Autonomy)"
Module 3 Development Theories,Erik Erikson,"Initiative vs. Guilt",Stage 3 (Preschool),"Is it okay for me to act/move? (Play)","Three is a Tree (Quilt on tree = Guilt)"
Module 3 Development Theories,Erik Erikson,"Industry vs. Inferiority",Stage 4 (School Age),"Can I make it in the world? Competence in schoolwork is critical.","Four is a Dinosaur (Dusty dinosaur = In-dust-ry)"
Module 3 Development Theories,Erik Erikson,"Identity vs. Role Confusion",Stage 5 (Adolescence),"Who am I? Peer relationships dominant.","Five is Skydive (Dents car -> Identity)"
Module 3 Development Theories,Erik Erikson,"Intimacy vs. Isolation",Stage 6 (Young Adult),"Love relationships vs being alone","Six is Sticks (Two sticks in love)"
Module 3 Development Theories,Erik Erikson,"Generativity vs. Stagnation",Stage 7 (Middle Age),"Parenting/Mentoring vs feeling stuck","Seven is Heaven (Generator died -> Heaven)"
Module 3 Development Theories,Erik Erikson,"Integrity vs. Despair",Stage 8 (Old Age),"Reflection on life; fulfillment or regret","Eight is a Plate (Grits on plate = Inte-grit-y)"
Module 3 Development Theories,Lawrence Kohlberg,Pre-conventional,Level 1,"Obedience for avoidance of punishment or for self-interest reward",
Module 3 Development Theories,Lawrence Kohlberg,Conventional,Level 2,"Good Boy/Girl (social approval) and Law & Order (maintaining social rules)",
Module 3 Development Theories,Lawrence Kohlberg,Post-conventional,Level 3,"Social Contract (unjust laws can change) and Universal Ethics",
Module 3 Development Theories,Carol Gilligan,Ethics of Care,Critique,"Proposed women's morality centers on relationships/care, not just justice","Critique of Kohlberg's bias"
Module 3 Development Theories,James Marcia,Identity Diffusion,Status,"No exploration, no commitment (Drifting)",
Module 3 Development Theories,James Marcia,Identity Foreclosure,Status,"Commitment without exploration (Accepting parents' values blindly)",
Module 3 Development Theories,James Marcia,Identity Moratorium,Status,"Exploration without commitment (Active searching)",
Module 3 Development Theories,James Marcia,Identity Achievement,Status,"Commitment after exploration",
Module 4 Motivation,Concept/Theory,Key Term,Definition/Key Idea,Classroom Application,Theorist
Module 4 Motivation,Intrinsic Motivation,Intrinsic,"Doing activity for its own sake (curiosity, enjoyment)","Don't reward if they already love it (Overjustification)",
Module 4 Motivation,Extrinsic Motivation,Extrinsic,"Doing activity for reward or to avoid punishment",Grades/Stickers,
Module 4 Motivation,Attribution Theory,Locus of Control,"Internal (I control it) vs External (Teacher controls it)","Encourage Internal/Unstable/Controllable (""I didn't study right"")","Bernie Weiner"
Module 4 Motivation,Learned Helplessness,Attribution Trap,"Belief that failure is inevitable due to Internal + Stable + Uncontrollable factors","Student says ""I'm just stupid"" and quits",Seligman
Module 4 Motivation,Self-Efficacy,Belief,"Belief in capability to execute a SPECIFIC task","Distinct from Self-Concept (general). specific confidence.",Albert Bandura
Module 4 Motivation,Goal Orientation,Mastery Goal,"Focus on learning and improvement; errors are part of learning","Best for long-term learning",
Module 4 Motivation,Goal Orientation,Performance Goal,"Focus on grades, looking good, beating others","Avoidance of challenging tasks to protect ego",
Module 4 Motivation,Maslow's Hierarchy,Deficiency Needs,"Physiological, Safety, Belonging, Esteem (Must be met first)","Hungry/scared students cannot learn",Abraham Maslow
Module 4 Motivation,Maslow's Hierarchy,Growth Needs,"Cognitive, Aesthetic, Self-Actualization","Self-Actualization is reaching full potential",Abraham Maslow
Module 4 Motivation,Achievement Motivation,nAch,"Desire to set challenging goals and persist","Develops in supportive environments",David McClelland
Module 4 Motivation,Cognitive Dissonance,Tension,"Discomfort when beliefs and actions conflict","Motivates change to restore consistency",Festinger
Module 4 Motivation,Expectancy-Value Theory,Formula,"Motivation = Expectancy of success x Value of goal","If either is zero, motivation is zero",
Module 4 Motivation,Arousal Theory,Yerkes-Dodson,"Optimal performance requires moderate arousal","Too much anxiety kills performance",
Module 5 Individual Differences & Assessment,Category,Term,Definition/Rule,Example/Interpretation
Module 5 Individual Differences & Assessment,Intelligence,"Spearman's g","General intelligence factor underlying all abilities","Good at math = likely good at reading"
Module 5 Individual Differences & Assessment,Intelligence,Multiple Intelligences (Gardner),"8 independent types (Linguistic, Musical, Spatial, Kinesthetic, etc.)","Differentiate instruction to hit different 'smarts'"
Module 5 Individual Differences & Assessment,Intelligence,Triarchic Theory (Sternberg),"Analytical (Book), Creative (New ideas), Practical (Street smarts)",
Module 5 Individual Differences & Assessment,Cognitive Style,Field Dependence,"Perceives patterns as whole; socially oriented","Prefers group work"
Module 5 Individual Differences & Assessment,Cognitive Style,Field Independence,"Perceives separate parts; analytical","Prefers working alone"
Module 5 Individual Differences & Assessment,Special Education,IDEA,"Federal law guaranteeing Free Appropriate Public Education (FAPE)","Zero reject principle"
Module 5 Individual Differences & Assessment,Special Education,LRE (Least Restrictive Environment),"Educate with non-disabled peers to max extent appropriate","Mainstreaming/Inclusion"
Module 5 Individual Differences & Assessment,Special Education,IEP (Individualized Education Program),"Legal document outlining goals/services for qualifying disability","Requires team (Parents + School)"
Module 5 Individual Differences & Assessment,Special Education,Section 504,"Civil rights law for accommodations (no specialized instruction needed)","ADHD or Diabetes needing extra time/snacks"
Module 5 Individual Differences & Assessment,Assessment Type,Formative,"Assessing DURING instruction to guide teaching (Low stakes)","Exit tickets, thumbs up"
Module 5 Individual Differences & Assessment,Assessment Type,Summative,"Assessing AFTER instruction to judge mastery (High stakes)","Final exam, SAT"
Module 5 Individual Differences & Assessment,Assessment Type,Norm-Referenced,"Compares student to OTHERS (norm group)","Percentile rank, Grading on curve"
Module 5 Individual Differences & Assessment,Assessment Type,Criterion-Referenced,"Compares student to a STANDARD/Criteria","Driver's license test, Mastery of objective"
Module 5 Individual Differences & Assessment,Test Quality,Reliability,"Consistency of results (Test-retest, Split-half)","Scale gives same weight every time"
Module 5 Individual Differences & Assessment,Test Quality,Validity,"Does it measure what it claims to?","Math test shouldn't test reading ability"
Module 5 Individual Differences & Assessment,Statistics,Mean,"The average score","Sensitive to outliers"
Module 5 Individual Differences & Assessment,Statistics,Median,"The middle score (50th percentile)","Best when there are extreme outliers"
Module 5 Individual Differences & Assessment,Statistics,Standard Deviation (SD),"How much scores vary from the mean (Spread)","Large SD = Mixed ability class"
Module 5 Individual Differences & Assessment,Statistics,Stanine,"Standard Nine; Bands 1-9","4-6 is Average; 5 is center"
Module 5 Individual Differences & Assessment,Statistics,Percentile Rank,"Percentage of people scoring AT or BELOW a given score","90th percentile = better than 90% of group"
Module 5 Individual Differences & Assessment,Statistics,Grade Equivalent,"Score represents performance of average student at that grade level","5.2 = 5th grader month 2 (Trap: doesn't mean ready for 5th grade)"
Module 6 Pedagogy & Research,Domain,Term,Definition,Key Feature/Note
Module 6 Pedagogy & Research,Instruction,Direct Instruction (Teacher-Centered),"Structured, explicit teaching of skills/facts","Review -> Present -> Guided Practice -> Independent Practice"
Module 6 Pedagogy & Research,Instruction,Discovery Learning (Bruner),"Students figure out rules themselves; Constructivist","Can be unguided or guided (better)"
Module 6 Pedagogy & Research,Instruction,Advance Organizers (Ausubel),"Intro framework given BEFORE lesson to connect to prior knowledge","Expository teaching"
Module 6 Pedagogy & Research,Instruction,Cooperative Learning,"Small mixed-ability groups working together","Requires Positive Interdependence & Individual Accountability"
Module 6 Pedagogy & Research,Instruction,Jigsaw Classroom,"Each student is 'expert' on one part and teaches group","Forces interdependence"
Module 6 Pedagogy & Research,Bloom's Taxonomy,Knowledge (Remember),"Recall facts","Define, List, Label"
Module 6 Pedagogy & Research,Bloom's Taxonomy,Comprehension (Understand),"Explain ideas","Describe, Summarize"
Module 6 Pedagogy & Research,Bloom's Taxonomy,Application (Apply),"Use info in new situations","Solve, Calculate"
Module 6 Pedagogy & Research,Bloom's Taxonomy,Analysis (Analyze),"Break into parts","Compare, Contrast"
Module 6 Pedagogy & Research,Bloom's Taxonomy,Synthesis (Create),"Produce new/original work","Design, Invent"
Module 6 Pedagogy & Research,Bloom's Taxonomy,Evaluation (Evaluate),"Justify a stand or decision","Judge, Critique"
Module 6 Pedagogy & Research,Management,Withitness (Kounin),"""Eyes in back of head""; knowing what is happening everywhere","Prevents problems before they escalate"
Module 6 Pedagogy & Research,Management,Overlapping,"Dealing with two issues simultaneously","Helping group while signaling quiet to another"
Module 6 Pedagogy & Research,Management,Ripple Effect,"Correcting one student influences others","""I like how Sarah is sitting quietly"""
Module 6 Pedagogy & Research,Research,Descriptive Research,"Describes current state; no cause-and-effect","Survey, Ethnography"
Module 6 Pedagogy & Research,Research,Correlational Research,"Measures relationship (-1.0 to +1.0)","CORRELATION IS NOT CAUSATION"
Module 6 Pedagogy & Research,Research,Experimental Research,"Manipulates variables to prove cause-and-effect","Requires Random Assignment"
Module 6 Pedagogy & Research,Research,Longitudinal Study,"Studying same people over years","Accurate but expensive"
Module 6 Pedagogy & Research,Research,Cross-Sectional Study,"Studying different age groups at same time","Fast but has cohort effects"
